"sample","location","trap","sizeclass","bodypart","nparts","plate_contents"
"RNMB_YHM_BS_P1_tag15_H9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A10","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B10","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C10","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D10","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E10","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F10","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G10","Yuhuangmiao","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H10","Yuhuangmiao","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G11","Yuhuangmiao","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H11","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H12","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H1","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A2","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B2","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C2","Yuhuangmiao","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D2","Yuhuangmiao","Pit",3,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E2","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F2","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G2","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H2","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A3","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B3","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C3","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D3","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E3","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F3","Yuhuangmiao","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G3","Yuhuangmiao","Pit",4,"head",38,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H3","Yuhuangmiao","MT",3,"leg",40,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A4","Yuhuangmiao","MT",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B4","Yuhuangmiao","MT",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C4","Yuhuangmiao","MT",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D4","Yuhuangmiao","MT",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E4","Yuhuangmiao","MT",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F4","Yuhuangmiao","L/N",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G4","Yuhuangmiao","L/N",1,"leg",17,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H4","Yuhuangmiao","L/N",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A5","Yuhuangmiao","L/N",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B5","Yuhuangmiao","L/N",2,"leg",46,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C5","Yuhuangmiao","L/N",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D5","Yuhuangmiao","L/N",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E5","Yuhuangmiao","L/N",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F5","Yuhuangmiao","L/N",3,"head",96,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G5","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H5","Yuhuangmiao","L/N",4,"head",17,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H6","Yuhuangmiao","L/N",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A7","Yuhuangmiao","L/N",4,"head",30,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B7","Yuhuangmiao","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C7","Yuhuangmiao","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D7","Yuhuangmiao","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E7","Yuhuangmiao","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F7","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G7","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H7","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H8","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H9","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H10","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G11","Yuhuangmiao","FIT",5,"whole body",46,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H11","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A12","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B12","Yuhuangmiao","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C12","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D12","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E12","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F12","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G12","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H12","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H1","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H2","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A3","Yuhuangmiao","FIT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B3","Yuhuangmiao","FIT",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C3","Yuhuangmiao","FIT",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D3","Yuhuangmiao","FIT",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E3","Yuhuangmiao","FIT",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F3","Yuhuangmiao","FIT",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G3","Yuhuangmiao","FIT",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H3","Yuhuangmiao","MT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A4","Yuhuangmiao","MT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B4","Yuhuangmiao","MT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C4","Yuhuangmiao","MT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D4","Yuhuangmiao","MT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E4","Yuhuangmiao","MT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F4","Yuhuangmiao","MT",5,"whole body",15,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G4","Yuhuangmiao","MT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H4","Yuhuangmiao","MT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A5","Yuhuangmiao","MT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B5","Yuhuangmiao","MT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C5","Yuhuangmiao","MT",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D5","Yuhuangmiao","MT",6,"whole body",42,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E5","Yuhuangmiao","MT",7,"whole body",19,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F5","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G5","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H5","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A6","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B6","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C6","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D6","Yuhuangmiao","L/N",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E6","Yuhuangmiao","L/N",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F6","Yuhuangmiao","L/N",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G6","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H6","Yuhuangmiao","L/N",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A7","Yuhuangmiao","L/N",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B7","Yuhuangmiao","L/N",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C7","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D7","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E7","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F7","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G7","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H7","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A8","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B8","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C8","Yuhuangmiao","L/N",6,"whole body",42,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D8","Yuhuangmiao","L/N",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E8","Meicity","Pit",7,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F8","Meicity","Pit",6,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G8","Meicity","Pit",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H8","Meicity","FIT",5,"whole body",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A9","Meicity","MT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B9","Meicity","MT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C9","Meicity","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D9","Meicity","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E9","Meicity","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F9","Meicity","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G9","Meicity","Pit",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H9","Meicity","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A10","Meicity","Pit",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B10","Meicity","Pit",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C10","Meicity","Pit",3,"leg",151,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D10","Meicity","Pit",3,"leg",152,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E10","Meicity","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F10","Meicity","Pit",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G10","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H10","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G11","Meicity","Pit",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H11","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_A12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_B12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_C12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_D12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_E12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_F12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_G12","Meicity","FIT",5,"whole body",25,"YHM samples only"
"RNMB_YHM_BS_P3_tag53_H12","Meicity","FIT",5,"whole body",50,"YHM samples only"
"RNMB_Mix_BS_PIX_tag34_A1","Meicity","Pit",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H1","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_A2","Meicity","Pit",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H2","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_A3","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B3","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C3","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D3","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E3","Fengcity","FIT",3,"leg ",150,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F3","Fengcity","FIT",4,"head",25,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G3","Fengcity","FIT",4,"head",25,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H3","Fengcity","FIT",4,"head and thorax",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_A4","Fengcity","FIT",4,"head and thorax",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B4","Fengcity","FIT",4,"head",25,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C4","Fengcity","FIT",4,"head and thorax",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D4","Fengcity","FIT",4,"head and thorax",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E4","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F4","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G4","Fengcity","FIT",4,"head",25,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H4","Fengcity","FIT",5,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_A5","Fengcity","FIT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B5","Fengcity","FIT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C5","Fengcity","MT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D5","Fengcity","MT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E5","Fengcity","FIT",4,"head",25,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F5","Fengcity","FIT",4,"head",25,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G5","Fengcity","FIT",4,"head and thorax",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H5","Fengcity","FIT",6,"whole body",50,"Samples from multiple sources samples only"
